state,county,pm25_days,hypertension,diabetes,lack_of_health_insurance,binge_drinking,routine_checkup,smoking,no_leisure_time_physical_activity,obesity,frequent_physical_distress
pennsylvania,blair,157,28.4,10.1,5.6,19.8,75.8,20.1,25.2,36.2,14.0
pennsylvania,bradford,157,31.7,9.3,7.1,20.2,76.5,17.1,22.3,34.9,12.8
pennsylvania,bucks,0,26.0,8.8,6.6,20.4,75.5,15.8,21.6,30.4,11.7
pennsylvania,cambria,191,29.4,9.7,8.0,20.1,76.4,19.5,26.4,37.1,13.6
pennsylvania,centre,95,27.8,9.2,7.9,20.8,76.9,18.1,23.2,34.7,12.5
pennsylvania,chester,145,25.0,7.9,6.0,20.5,75.2,11.1,17.7,29.5,9.3
pennsylvania,cumberland,358,26.7,8.8,7.0,20.7,76.8,14.6,20.8,33.0,11.1
pennsylvania,dauphin,215,30.5,10.6,7.6,18.4,77.6,17.7,25.3,34.3,13.1
pennsylvania,delaware,206,30.2,9.5,5.7,19.6,78.1,13.1,19.7,31.4,10.3
pennsylvania,elk,0,28.2,9.2,7.0,21.2,76.1,17.7,23.5,37.8,12.6
pennsylvania,erie,110,29.1,9.8,6.7,20.1,78.4,19.0,26.3,36.9,13.5
pennsylvania,fayette,109,31.3,10.3,10.6,19.5,77.7,21.4,25.6,34.8,14.5
pennsylvania,franklin,0,30.5,9.4,8.7,20.5,75.7,19.8,24.7,39.2,12.9
pennsylvania,greene,83,30.2,9.7,6.8,20.9,76.3,19.4,24.5,36.0,13.4
pennsylvania,indiana,168,30.5,9.6,7.7,20.5,77.4,18.4,23.0,40.1,12.9
pennsylvania,lackawanna,155,27.0,9.5,8.2,20.6,76.5,17.3,23.5,33.2,12.9
pennsylvania,lancaster,226,27.4,8.9,8.7,20.2,75.7,16.1,21.5,35.7,12.0
pennsylvania,lawrence,0,29.7,9.6,6.8,20.1,77.0,18.5,24.0,35.8,12.8
pennsylvania,lebanon,198,29.6,9.4,11.2,19.7,76.5,16.1,23.2,37.3,12.5
pennsylvania,lehigh,152,30.5,10.2,9.2,18.1,76.5,16.6,25.4,34.3,13.0
pennsylvania,lycoming,128,30.4,9.1,8.7,20.3,77.0,16.6,22.3,35.6,12.1
pennsylvania,mercer,110,29.4,9.2,7.7,19.6,77.0,18.7,22.4,35.7,13.2
pennsylvania,monroe,0,29.2,10.3,9.3,20.0,77.9,16.2,23.9,37.7,12.3
pennsylvania,montgomery,148,27.0,8.5,5.3,21.6,76.1,12.1,18.0,31.2,10.3
pennsylvania,northampton,170,27.9,9.2,9.6,21.7,75.4,15.4,22.4,33.7,11.7
pennsylvania,philadelphia,232,32.0,14.4,10.0,18.1,78.8,18.6,27.0,34.5,15.0
pennsylvania,somerset,0,30.5,9.3,6.7,19.7,75.5,19.7,25.6,36.6,13.3
pennsylvania,susquehanna,358,29.7,8.4,6.6,20.6,75.4,15.9,20.0,33.2,11.6
pennsylvania,tioga,107,29.8,9.6,5.9,20.9,76.3,19.1,25.6,38.8,13.6
pennsylvania,washington,141,29.5,8.9,6.5,21.7,77.0,17.9,23.0,38.2,12.5
pennsylvania,westmoreland,187,27.0,8.0,5.4,20.7,77.6,14.7,20.8,31.4,10.8
pennsylvania,wyoming,352,29.5,9.3,6.8,21.2,75.2,19.6,24.2,35.8,13.2
pennsylvania,york,144,31.0,8.8,9.3,20.1,76.1,17.0,22.5,35.3,11.9
rhode island,kent,181,30.0,8.8,6.1,19.6,83.1,13.5,20.6,32.9,11.1
rhode island,providence,288,30.3,10.7,9.6,18.2,81.5,13.6,25.4,32.4,12.6
rhode island,washington,161,26.2,7.7,4.6,21.9,81.1,11.0,15.3,25.0,10.1
south carolina,aiken,0,35.7,10.5,13.4,18.1,77.4,17.6,28.0,37.0,13.2
south carolina,anderson,0,35.0,11.0,15.4,19.2,76.8,15.7,24.6,38.5,12.3
south carolina,berkeley,0,33.9,11.0,14.2,19.1,77.8,14.6,22.8,36.6,11.1
south carolina,charleston,231,29.6,9.4,13.5,23.1,76.4,10.1,17.5,28.8,8.9
south carolina,chesterfield,226,39.6,12.6,17.3,16.3,78.8,19.2,27.5,39.8,13.6
south carolina,darlington,0,40.5,12.6,15.2,16.0,78.2,18.6,27.7,41.4,13.4
south carolina,edgefield,224,36.2,12.9,15.1,18.4,76.7,19.4,29.2,39.1,13.9
south carolina,florence,359,39.4,12.3,14.2,17.0,78.7,16.6,29.3,38.8,12.8
south carolina,greenville,222,32.3,8.9,14.4,18.5,77.0,11.1,20.1,30.0,9.5
south carolina,horry,205,32.6,10.4,14.4,19.0,76.6,17.5,23.6,34.7,12.9
south carolina,richland,263,34.9,11.9,10.7,17.0,79.8,14.9,23.1,33.9,11.8
south carolina,spartanburg,225,33.1,11.1,11.5,15.8,76.9,15.9,27.6,36.4,11.6
south carolina,york,207,33.4,9.4,13.3,18.7,74.4,15.4,23.6,31.2,11.0
south dakota,brookings,149,30.6,8.3,6.4,23.2,76.6,13.4,21.0,37.8,9.3
south dakota,brown,239,29.0,7.9,7.7,23.1,76.1,14.9,22.8,35.9,9.8
south dakota,clay,179,28.5,9.4,6.2,21.5,76.1,18.3,24.0,39.9,11.7
south dakota,codington,256,27.7,8.8,8.0,23.4,75.9,17.4,24.9,39.8,10.8
south dakota,custer,80,27.7,8.2,7.7,21.8,75.2,14.6,20.8,37.5,9.6
south dakota,hughes,363,28.0,7.4,7.0,22.2,74.1,13.3,19.5,34.8,9.1
south dakota,jackson,113,38.5,14.3,12.9,17.9,74.7,26.9,31.5,39.7,16.7
south dakota,meade,0,28.8,7.5,6.7,22.6,74.0,14.5,20.8,33.3,9.6
south dakota,minnehaha,127,27.0,7.5,7.2,21.2,75.6,11.5,20.8,33.9,9.0
south dakota,pennington,201,27.6,8.2,8.7,20.5,75.1,16.6,21.5,34.6,10.5
tennessee,anderson,0,35.4,11.5,13.0,16.4,75.1,17.3,25.1,38.3,13.7
tennessee,blount,147,33.5,10.7,13.7,16.9,74.6,18.1,24.3,33.4,13.4
tennessee,claiborne,0,35.4,12.3,12.6,16.6,74.1,24.6,30.2,41.1,16.4
tennessee,davidson,254,32.1,12.4,10.9,17.7,75.9,18.0,27.1,32.3,13.6
tennessee,dekalb,0,36.0,13.4,19.0,15.8,73.7,25.3,33.3,41.7,17.9
tennessee,dyer,347,36.9,12.8,16.7,15.4,74.5,24.7,32.0,41.3,15.9
tennessee,hamilton,227,32.1,11.6,10.9,18.2,75.9,18.2,25.8,33.3,12.3
tennessee,jefferson,0,32.2,11.2,10.3,17.3,75.0,19.6,26.4,38.8,14.1
tennessee,knox,266,31.7,11.3,9.2,16.8,74.7,17.0,22.3,37.5,12.6
tennessee,lawrence,360,35.3,12.7,15.2,16.7,75.3,21.3,28.9,41.0,15.9
tennessee,loudon,194,31.7,11.4,13.5,17.7,74.4,19.0,27.0,36.3,14.1
tennessee,madison,357,39.2,13.4,13.3,14.1,78.3,19.5,28.0,39.5,14.5
tennessee,maury,360,33.7,10.9,14.0,17.1,74.0,19.6,26.1,40.7,13.5
tennessee,mcminn,356,34.3,11.6,14.0,16.5,74.7,20.3,27.2,40.4,14.2
tennessee,montgomery,361,34.9,12.5,9.8,16.3,76.5,18.4,27.3,42.6,13.7
tennessee,putnam,361,35.9,11.3,13.0,16.6,74.7,20.4,27.5,38.4,14.8
tennessee,roane,361,32.9,11.3,11.4,17.4,74.6,19.3,27.0,39.4,14.1
tennessee,sevier,0,34.1,10.8,14.4,17.3,74.6,19.3,25.7,39.4,13.8
tennessee,shelby,268,39.7,14.8,12.1,16.3,79.1,19.4,29.4,42.6,14.1
tennessee,sullivan,154,34.1,12.0,13.2,15.4,75.6,18.1,26.6,40.7,14.1
tennessee,sumner,217,31.4,10.5,11.1,18.2,75.9,17.5,24.3,38.4,12.4
tennessee,williamson,0,28.9,8.9,8.6,18.4,76.1,10.6,17.1,28.7,9.3
tennessee,wilson,0,32.7,10.7,9.8,16.6,75.2,18.0,23.7,36.8,12.3
texas,atascosa,347,31.7,14.7,33.0,18.2,71.4,16.2,33.9,43.0,14.5
texas,bell,142,32.9,13.7,20.9,16.9,76.3,15.7,28.2,39.0,12.8
texas,bexar,221,31.4,15.4,26.4,18.1,73.3,14.1,27.6,37.3,13.6
texas,bowie,360,35.3,12.8,16.2,18.1,73.5,18.2,28.4,40.9,13.9
texas,brazoria,31,34.1,12.6,17.4,18.8,72.0,12.9,25.4,39.6,11.6
texas,brazos,353,33.8,12.6,19.3,16.8,73.5,15.0,25.6,36.9,12.9
texas,brewster,86,30.2,11.7,20.5,19.1,72.4,12.1,23.7,35.9,11.5
texas,cameron,322,34.0,19.9,39.7,15.4,71.1,17.4,41.5,47.6,18.9
texas,collin,0,29.7,9.6,12.2,17.2,76.0,8.8,17.4,28.6,8.9
texas,culberson,94,34.6,16.5,33.1,17.5,70.8,17.2,37.0,43.1,16.2
texas,dallas,237,33.0,13.2,23.2,17.2,72.7,13.5,28.3,34.8,12.1
texas,denton,105,29.5,10.1,12.6,18.6,73.7,10.5,20.1,30.7,9.6
texas,ector,356,32.4,14.4,31.4,18.3,70.7,15.7,32.6,40.3,14.4
texas,el paso,98,33.5,16.0,31.5,18.4,71.3,14.4,31.0,39.3,14.7
texas,ellis,0,32.0,11.3,18.8,18.5,72.6,14.4,25.9,37.6,12.1
texas,galveston,136,31.1,11.6,17.8,19.0,71.4,13.5,23.8,39.8,11.6
texas,gregg,0,35.3,13.1,20.8,17.7,73.5,17.9,27.8,39.9,13.9
texas,harris,235,32.7,14.5,29.0,16.1,71.8,15.8,29.2,35.2,14.1
texas,harrison,252,34.5,12.7,20.6,18.7,73.7,17.2,27.3,39.9,13.3
texas,hidalgo,339,34.3,19.2,38.5,15.8,70.3,17.1,39.3,47.6,19.1
texas,hood,0,29.0,9.3,15.3,22.1,73.3,12.6,22.0,33.5,10.5
texas,hunt,0,33.3,11.9,17.8,19.2,72.2,17.7,28.3,41.8,13.4
texas,jefferson,263,36.9,15.5,20.9,18.8,73.3,18.8,34.3,38.1,14.5
texas,johnson,0,31.2,12.1,21.0,20.2,71.9,17.7,31.1,41.6,13.7
texas,karnes,0,35.6,15.0,29.7,18.4,70.8,17.0,32.9,40.5,15.0
texas,kaufman,149,32.1,12.4,19.1,19.0,73.0,16.6,29.7,37.5,13.3
texas,kleberg,349,34.2,16.2,33.6,16.8,72.6,15.0,33.4,41.5,15.1
texas,lubbock,358,32.5,12.5,21.5,18.7,72.9,16.1,27.6,36.3,13.3
texas,maverick,341,34.4,19.8,48.4,16.2,70.4,18.2,42.1,45.2,18.9
texas,mclennan,273,33.2,13.5,17.8,17.8,71.8,18.4,28.2,39.0,14.3
texas,montgomery,262,29.7,11.0,17.6,19.1,72.1,16.2,26.5,35.4,12.8
texas,navarro,153,35.3,13.9,23.6,18.1,72.6,17.9,30.5,42.3,14.7
texas,nueces,266,33.1,15.5,29.7,20.7,70.5,16.7,34.4,44.0,15.4
texas,orange,236,32.4,11.8,15.7,19.7,72.2,18.4,28.4,41.6,13.5
texas,parker,0,30.0,10.0,19.4,21.9,70.5,13.5,23.1,36.8,11.1
texas,polk,0,34.6,14.2,20.6,18.2,72.7,19.5,30.6,40.4,14.7
texas,potter,336,35.8,15.3,25.8,17.1,71.7,20.4,34.9,38.6,16.6
texas,randall,0,30.7,10.4,17.3,20.0,70.7,14.4,23.0,33.9,11.7
texas,rockwall,0,30.2,9.8,12.1,20.8,73.9,11.9,20.4,34.9,10.4
texas,smith,0,34.5,12.4,17.5,18.8,73.1,17.4,27.4,39.7,13.5
texas,tarrant,220,32.5,12.4,18.9,16.9,72.6,14.6,25.8,37.7,12.2
texas,travis,235,27.6,11.6,17.8,21.3,70.3,12.1,21.5,29.4,10.9
texas,victoria,0,32.9,13.6,30.3,18.1,71.4,16.9,31.1,39.1,14.6
texas,webb,170,32.1,16.3,44.8,16.8,71.4,12.0,33.3,41.5,14.2
texas,wilson,0,30.5,12.5,22.5,19.7,70.4,15.7,28.5,42.1,13.1
utah,box elder,90,29.5,9.1,10.2,12.7,70.5,10.3,19.3,32.0,12.3
utah,cache,122,28.7,9.5,9.2,11.4,69.8,10.6,19.9,35.0,13.8
utah,carbon,13,29.7,10.9,12.3,12.1,69.5,13.9,23.3,35.0,15.1
utah,davis,61,26.6,9.2,8.6,13.2,72.4,7.8,17.8,30.2,11.8
utah,duchesne,83,29.0,10.2,10.9,13.2,67.9,12.1,22.3,33.0,14.3
utah,garfield,102,28.5,9.9,8.9,13.6,68.4,10.7,19.5,36.3,13.1
utah,grand,139,29.2,10.3,9.7,13.8,69.6,11.4,20.0,30.9,13.6
utah,iron,40,30.9,9.7,10.8,12.3,70.9,9.7,17.4,33.3,12.5
utah,salt lake,105,26.6,9.4,10.2,15.5,68.9,8.5,19.7,32.8,11.8
utah,san juan,2,33.1,13.5,12.6,12.6,69.2,14.8,23.3,37.3,17.1
utah,tooele,78,29.4,9.9,10.3,14.9,69.3,10.2,19.2,39.0,12.2
utah,uintah,29,31.7,10.3,12.2,13.5,67.1,12.9,22.2,34.5,14.1
utah,utah,107,25.6,8.6,9.4,9.4,68.8,5.9,13.9,30.7,10.0
utah,wasatch,31,24.1,7.7,8.6,13.8,69.4,6.8,13.5,25.8,9.4
utah,washington,7,27.5,8.6,10.3,11.5,71.2,8.5,16.0,29.1,11.7
utah,wayne,100,28.8,9.6,9.4,14.1,69.0,11.7,20.4,33.2,13.6
utah,weber,67,29.0,9.9,11.9,14.6,71.5,8.1,19.3,34.4,11.9
vermont,bennington,61,26.4,7.1,7.1,21.0,72.1,13.6,18.6,28.3,11.2
vermont,chittenden,95,23.4,6.6,5.7,20.9,71.3,12.4,16.4,24.5,11.1
vermont,rutland,172,27.6,6.8,6.9,17.9,73.4,14.5,18.6,30.7,11.1
vermont,windham,101,25.7,6.4,6.6,20.8,68.8,14.0,17.1,26.0,10.7
virginia,albemarle,210,28.1,9.3,5.3,19.0,78.3,11.4,17.3,31.7,10.2
virginia,arlington,43,26.7,9.7,6.2,21.5,76.1,9.6,17.0,25.9,9.8
virginia,caroline,0,33.2,12.4,8.4,19.0,77.6,16.4,23.9,41.6,13.6
virginia,carroll,0,32.2,11.1,9.0,18.7,74.9,21.8,27.0,38.9,15.4
virginia,chesterfield,238,33.1,10.9,7.5,17.8,79.2,11.7,19.7,37.7,10.9
virginia,fairfax,149,28.1,10.9,7.8,17.7,78.0,11.5,19.6,32.2,10.5
virginia,fauquier,0,29.0,9.7,7.4,19.7,76.1,12.8,17.2,33.4,11.0
virginia,frederick,217,32.0,11.0,9.7,19.7,76.2,15.5,22.6,37.6,12.8
virginia,giles,0,31.6,10.8,6.7,19.9,76.2,18.4,24.0,36.9,13.7
virginia,hanover,0,27.8,10.4,5.4,21.4,77.6,14.7,20.8,38.1,11.5
virginia,henrico,167,33.9,11.3,7.3,19.3,79.0,12.3,19.9,35.1,11.2
virginia,loudoun,170,25.9,9.7,6.2,17.6,76.4,8.8,16.0,28.6,9.0
virginia,madison,37,33.5,10.7,8.7,19.7,77.4,15.4,21.8,37.0,12.8
virginia,prince edward,0,37.8,13.7,8.4,17.7,77.8,19.5,27.9,43.0,14.5
virginia,prince william,0,31.1,11.5,9.7,17.5,78.2,11.6,20.4,33.1,11.1
virginia,roanoke,186,35.8,13.4,8.7,16.9,78.0,18.8,26.8,36.4,14.8
virginia,rockbridge,40,31.1,10.6,7.5,19.0,76.1,19.3,23.3,31.8,13.7
virginia,rockingham,188,32.1,10.1,9.0,19.1,75.0,15.7,22.5,34.9,12.6
virginia,stafford,0,31.8,11.0,8.5,19.9,78.8,12.1,19.7,37.0,10.8
virginia,wythe,0,34.6,10.7,7.4,20.1,77.5,15.3,21.9,38.4,13.1
washington,adams,351,31.2,12.3,22.1,15.4,65.0,14.3,26.8,38.3,16.2
washington,asotin,361,29.7,9.1,7.7,20.2,68.3,15.6,19.2,34.8,13.8
washington,benton,198,27.4,9.3,10.4,19.3,69.4,12.0,20.8,40.0,12.6
washington,chelan,366,27.0,9.1,10.5,19.6,67.0,12.2,17.7,28.8,12.6
washington,clallam,169,29.1,8.3,7.9,19.0,66.8,12.7,17.9,34.5,12.7
washington,clark,221,26.9,8.7,7.8,18.1,66.1,10.6,14.9,32.6,10.6
washington,columbia,68,28.3,8.5,8.1,19.2,67.4,14.2,20.1,38.3,13.1
washington,cowlitz,366,28.8,9.6,8.4,17.6,64.3,15.0,21.2,39.0,14.0
washington,franklin,347,28.6,11.8,19.0,17.6,67.4,14.7,25.5,39.7,16.0
washington,garfield,348,30.2,9.2,7.1,19.6,67.2,13.6,21.1,36.6,12.3
washington,grant,366,31.3,11.0,18.7,15.8,66.2,13.8,26.6,42.0,14.8
washington,grays harbor,366,32.1,9.8,9.7,19.7,67.0,14.8,22.2,36.5,13.9
washington,jefferson,311,26.8,7.6,7.1,19.0,65.1,10.9,14.7,26.1,11.3
washington,king,236,25.4,7.3,5.3,18.5,69.0,7.2,13.3,22.8,9.1
washington,kitsap,351,27.7,7.9,6.8,19.5,69.0,9.2,15.4,31.4,10.2
washington,kittitas,366,28.5,8.5,7.7,18.9,67.4,12.3,19.3,31.0,12.7
washington,klickitat,89,27.3,9.4,8.2,18.5,64.0,14.3,20.8,32.5,13.6
washington,lewis,360,30.5,9.5,10.1,18.8,64.3,16.2,20.2,40.6,14.5
washington,mason,366,29.0,9.1,8.8,20.4,64.6,14.4,19.7,37.7,13.7
washington,okanogan,366,30.1,10.9,12.5,19.4,64.4,16.6,23.9,38.6,15.5
washington,pacific,330,30.9,9.9,9.5,19.0,66.6,14.9,20.5,36.5,14.1
washington,pierce,172,29.0,9.2,8.1,18.3,66.6,12.9,18.2,35.8,12.8
washington,skagit,286,27.6,8.4,9.4,19.0,66.1,11.8,17.9,36.8,12.1
washington,snohomish,366,25.9,9.4,6.9,15.5,68.6,10.7,17.4,32.9,11.2
washington,spokane,238,28.3,9.2,8.3,18.5,68.8,14.1,20.4,34.0,13.2
washington,stevens,322,28.1,9.0,9.2,20.1,67.2,14.7,17.9,32.2,13.8
washington,thurston,221,28.7,9.0,6.9,17.0,67.1,10.8,15.6,33.6,11.7
washington,walla walla,222,26.6,9.6,8.4,19.6,68.6,13.0,18.0,32.7,13.3
washington,whatcom,288,28.5,8.8,7.8,20.4,66.4,11.2,15.6,28.2,12.3
washington,whitman,366,30.3,10.9,6.8,18.4,67.0,14.7,20.7,31.2,14.5
washington,yakima,364,30.7,12.0,17.3,17.3,68.3,15.6,29.1,42.0,15.7
west virginia,berkeley,65,37.1,12.2,7.9,16.8,79.0,16.5,25.6,40.3,13.3
west virginia,brooke,366,35.5,12.3,5.8,18.5,78.4,20.8,28.5,39.8,15.3
west virginia,cabell,220,37.3,13.4,8.1,16.3,77.7,22.1,31.7,41.8,17.4
west virginia,greenbrier,0,35.0,13.1,6.8,16.4,79.5,21.6,30.1,42.8,16.3
west virginia,hancock,187,35.5,12.6,6.9,17.2,78.3,21.4,30.2,45.1,16.0
west virginia,harrison,113,36.5,12.6,4.9,15.9,79.4,20.0,28.9,40.4,15.3
west virginia,kanawha,188,36.4,12.6,8.3,18.2,80.5,20.8,29.4,40.3,15.2
west virginia,marion,111,35.7,12.8,7.2,17.2,78.0,19.3,27.5,39.8,15.1
west virginia,marshall,359,36.2,12.2,9.0,18.1,78.0,21.0,28.1,42.3,15.7
west virginia,monongalia,66,35.3,12.1,7.8,17.8,80.5,17.2,24.2,36.7,14.5
west virginia,ohio,81,34.3,11.0,6.0,18.1,78.9,16.8,24.6,38.1,13.4
west virginia,tucker,12,34.0,11.3,7.7,17.7,78.6,18.6,26.6,37.9,14.5
west virginia,wood,73,36.1,12.1,9.0,18.3,78.0,21.0,29.5,38.1,16.2
wisconsin,ashland,98,30.8,10.5,7.4,22.0,72.5,20.9,23.5,38.0,14.3
wisconsin,brown,209,26.5,8.9,7.2,22.2,76.1,16.5,21.9,36.6,11.4
wisconsin,columbia,0,28.1,8.6,6.6,24.5,73.2,16.5,22.2,38.7,11.2
wisconsin,dane,216,25.4,8.2,5.5,23.6,70.0,12.0,17.7,31.6,9.7
wisconsin,dodge,115,26.9,9.7,7.2,23.5,72.0,19.5,25.1,40.5,13.0
wisconsin,door,0,27.3,8.6,7.1,23.1,72.7,18.1,21.4,37.2,12.0
wisconsin,eau claire,184,27.6,8.6,5.7,22.8,73.9,15.8,22.2,35.8,11.8
wisconsin,fond du lac,0,27.0,9.0,7.2,23.4,72.2,18.0,23.0,41.7,12.2
wisconsin,forest,95,30.3,10.1,10.3,23.2,73.7,19.9,25.9,42.3,13.8
wisconsin,grant,366,29.2,9.8,8.9,22.6,72.1,18.8,24.2,40.5,13.2
wisconsin,jackson,277,30.1,9.5,10.1,24.0,71.9,18.7,23.9,44.5,12.5
wisconsin,jefferson,0,27.7,8.3,5.5,23.7,72.8,14.5,19.7,39.6,10.9
wisconsin,kenosha,149,28.0,10.2,7.9,23.6,72.8,19.3,23.8,43.2,13.2
wisconsin,kewaunee,0,26.8,8.4,6.5,25.0,72.7,17.0,21.3,39.6,11.2
wisconsin,la crosse,0,27.3,8.6,5.7,21.3,74.7,14.5,18.2,34.6,10.8
wisconsin,manitowoc,0,28.1,8.7,8.4,24.2,75.3,16.8,20.5,43.5,11.7
wisconsin,marathon,200,28.1,8.3,7.0,24.1,74.9,14.5,20.3,35.9,11.1
wisconsin,milwaukee,199,33.2,11.1,9.5,21.2,77.9,17.1,23.3,39.4,12.5
wisconsin,monroe,288,27.7,9.2,8.1,24.3,72.4,17.0,22.6,38.7,11.8
wisconsin,outagamie,209,27.0,8.8,6.4,23.3,74.7,16.6,21.2,39.5,11.5
wisconsin,ozaukee,176,25.8,7.4,5.7,25.0,74.2,12.5,16.9,34.0,9.9
wisconsin,racine,0,28.1,10.2,9.2,23.3,75.0,18.5,24.5,40.0,12.5
wisconsin,rock,0,28.8,9.1,10.0,22.1,73.2,17.8,24.0,38.1,12.0
wisconsin,sauk,198,28.3,9.2,6.6,25.3,72.8,18.7,21.9,39.6,12.9
wisconsin,sheboygan,0,27.3,8.5,6.3,24.8,74.5,14.2,18.7,40.5,11.0
wisconsin,taylor,0,29.3,9.4,7.8,24.4,72.8,20.0,24.4,40.7,12.7
wisconsin,vilas,0,28.6,9.0,6.5,23.5,72.9,18.1,21.1,35.1,12.4
wisconsin,walworth,0,26.5,8.3,7.8,23.8,72.3,14.7,19.4,33.3,10.7
wisconsin,waukesha,201,25.5,7.4,6.7,23.8,73.5,12.5,17.5,32.0,9.6
wyoming,albany,2,26.3,9.4,8.6,20.9,67.3,15.5,21.4,35.0,12.0
wyoming,big horn,0,28.3,8.9,13.4,19.1,65.8,16.3,21.7,34.7,11.9
wyoming,campbell,24,28.0,8.7,12.0,20.4,65.9,18.5,24.4,35.0,12.3
wyoming,carbon,0,27.8,9.9,15.9,18.3,65.7,17.4,25.8,36.2,12.7
wyoming,converse,0,28.2,9.4,13.1,20.3,66.1,18.6,25.1,37.0,12.7
wyoming,fremont,85,29.4,9.8,11.5,18.4,64.0,18.6,23.1,37.9,12.8
wyoming,johnson,0,29.0,8.7,10.2,20.3,66.6,13.8,20.7,31.2,11.1
wyoming,laramie,31,26.6,8.5,13.0,17.1,70.3,17.7,23.6,34.3,11.6
wyoming,lincoln,6,26.4,8.3,13.0,19.2,64.3,14.6,19.7,31.6,11.4
wyoming,natrona,18,27.1,9.4,11.6,20.5,67.1,18.0,27.1,37.8,12.6
wyoming,park,355,25.9,7.7,10.4,19.2,68.5,15.0,21.1,33.2,11.0
wyoming,platte,0,28.4,9.3,13.5,18.8,64.8,18.1,25.9,32.4,13.0
wyoming,sheridan,106,26.1,7.9,9.0,18.7,66.1,15.1,19.8,31.6,10.7
wyoming,sublette,10,25.0,8.1,9.8,21.1,67.3,14.2,19.5,29.9,10.6
wyoming,sweetwater,9,28.7,9.4,12.3,19.9,66.6,17.9,22.4,36.3,12.3
wyoming,teton,28,24.1,7.1,11.3,21.7,68.3,11.3,15.4,22.2,9.0
wyoming,uinta,0,27.9,9.0,12.6,20.3,66.8,18.2,25.5,35.5,12.4
wyoming,washakie,329,27.1,9.4,13.4,18.7,65.3,18.5,24.8,39.1,12.8
wyoming,weston,0,27.9,9.6,13.1,19.5,65.8,18.4,24.1,35.0,12.3
